municipio,quarter,pib_mun,total_pixeles_median,suma_rad_trend_sum,suma_rad_trend_mean,suma_rad_trend_std,suma_rad_trend_median,media_rad_trend_mean,std_rad_trend_mean,max_rad_trend_max,min_rad_trend_min,p25_rad_trend_mean,mediana_rad_trend_mean,p75_rad_trend_mean
azcapotzalco,2017Q4,138525.436254073,134.0,4037729.301369863,65124.666151126825,923.9648676342233,65148.00410958904,486.00497127706586,85.24011054979968,733.3260273972603,287.0164383561644,427.6264913831198,486.56117984975697,543.2494807777286
azcapotzalco,2018Q2,140380.20089972718,134.0,4305187.438356164,65230.11270236612,1846.3122628723422,65308.94931506847,486.79188583855307,86.45101823081502,732.7150684931506,279.47671232876706,428.2908883354089,486.89396014943964,544.9507368202574
azcapotzalco,2018Q3,140865.62128918534,134.0,5078561.2,67714.14933333333,498.73227518899466,67894.42465753424,505.3294726368159,88.64950256955251,734.9890410958906,292.4356164383561,446.28442922374427,506.504894977169,564.5552602739726
azcapotzalco,2018Q4,140740.14569779404,134.0,5130481.539726027,64942.80430032946,1199.3356279643542,64691.038356164376,484.64779328604067,84.0446709612247,719.8246575342467,277.50958904109604,429.2184758106468,485.8532512571528,540.4830414426913
azcapotzalco,2019Q1,140578.8984951321,134.0,4201287.682191781,63655.87397260274,305.67014236213856,63688.739726027394,475.0438356164384,82.30706623428014,693.7534246575343,274.87671232876716,421.34623287671235,476.8012660855127,529.3145392278955
azcapotzalco,2019Q2,140010.26456604345,134.0,4284096.854794521,66939.01335616439,1563.215749305246,66940.74657534246,499.54487579227145,87.02037563202317,755.2410958904111,279.7287671232877,443.6752354452055,501.5472174657534,555.9956228595889
azcapotzalco,2019Q3,137768.05629420877,134.0,5313871.627397262,69919.36351838503,412.6204119322806,69986.7260273973,521.786294913321,91.25690060015984,767.0136986301369,296.24931506849316,463.9302721701514,524.1279379956741,580.6364906272529
azcapotzalco,2020Q2,124917.23424530317,134.0,5011474.517808219,67722.62861902999,1142.700178524202,67902.88219178081,505.39275088828344,90.16938734884548,781.9150684931503,287.7123287671233,447.6340984820437,504.52447241762314,561.0954924102184
azcapotzalco,2020Q3,124518.08396477226,134.0,5226367.030136987,71594.06890598612,717.3220894223558,71853.60273972603,534.2840963133292,96.52673452778293,815.1643835616438,298.4082191780822,472.74684743854374,532.6646087446051,593.730643647964
azcapotzalco,2020Q4,128128.88067776778,134.0,4733648.372602739,68603.59960293825,1545.052355771992,68082.76712328767,511.9671612159571,90.66333548420889,804.2164383561642,287.96986301369867,453.7746575342466,510.01995235259074,567.6092416120707
azcapotzalco,2021Q1,131767.14775468886,134.0,4978168.082191781,65502.211607786594,621.3384383481665,65334.765753424654,488.82247468497457,87.2748488009568,761.172602739726,280.7287671232877,431.8240717375631,486.0349134823359,542.2209895457822
azcapotzalco,2021Q2,131983.4562037853,134.0,4461724.545205479,68641.91608008428,998.3451700130323,69250.28767123286,512.2531050752559,92.66474219895066,798.9945205479452,284.7260273972603,451.930937829294,508.84735511064275,568.9728556375132
azcapotzalco,2021Q3,131775.7748261437,134.0,5219776.816438356,70537.52454646428,333.76298194404166,70590.37260273972,526.3994369139124,95.79973840888351,815.5561643835617,294.1671232876713,463.89577934098475,522.3023880044428,585.0471769714919
azcapotzalco,2021Q4,132190.54165034145,134.0,4647217.306849314,69361.45234103454,1152.586938070496,69191.26849315065,517.6227786644369,93.10804127033514,809.4657534246574,292.2575342465753,456.20630750357805,513.0178491106113,574.7467389081987
azcapotzalco,2022Q1,133506.75356305728,134.0,5083019.309589041,68689.45012958164,1184.6909719762311,68432.88219178081,512.6078367879226,93.79706324078948,807.7972602739726,291.4520547945205,449.86118104405773,507.16653091447614,570.5517678637542
azcapotzalco,2022Q2,135763.08491711912,134.0,5018235.794520548,74899.0417092619,2211.4023631067025,75108.34794520549,558.9480724571783,102.38120115264854,888.5780821917807,305.1890410958905,490.7228378654672,553.804334491924,623.4929462277653
azcapotzalco,2022Q3,137840.9349111031,134.0,5246089.123287671,79486.19883769199,429.8939909012063,79507.33698630136,593.1805883409851,108.59542483340125,904.8657534246576,330.4191780821919,520.5465960979659,588.76799501868,662.2131278538814
azcapotzalco,2023Q1,141525.41995629907,134.0,5941348.649315068,79217.98199086757,762.4600730603382,78912.99999999999,591.1789700811014,105.2423781996392,915.2849315068494,341.16712328767136,521.0081643835616,588.0090776255707,657.6862100456622
azcapotzalco,2023Q2,142693.28076039007,134.0,5042221.93150685,82659.3759263418,1262.7913907517511,82803.09041095892,616.8610143756849,110.86424142004132,960.9452054794523,351.26575342465753,543.5806871771839,614.0089153379744,686.5519537390524
azcapotzalco,2023Q4,142693.28076039007,134.0,6638555.387671232,84032.34667938268,1745.8909802338924,84064.1383561644,627.1070647715127,110.33396845171035,982.8054794520547,363.0630136986301,555.2021501647304,624.4311600485521,694.6892925264435
coyoacan,2012Q1,180028.6655536831,224.0,5814597.936986299,86785.04383561641,0.0,86785.04383561641,387.4332314090019,109.57791584703973,851.3342465753426,156.6767123287671,322.3575342465753,368.85616438356163,436.60342465753433
coyoacan,2012Q2,180969.87947344463,224.0,7376728.726027395,86785.04383561641,0.0,86785.04383561641,387.4332314090019,109.57791584703975,851.3342465753426,156.6767123287671,322.3575342465753,368.85616438356163,436.60342465753433
coyoacan,2012Q3,182053.22963877648,224.0,6702161.8164383555,87041.06255114748,425.32597818743477,86785.04383561641,388.57617210333694,110.03910667297282,864.5561643835616,154.65205479452058,323.1358388187155,369.50784557907843,438.26159046433025
coyoacan,2012Q4,182764.91906321727,224.0,6347288.356164383,84630.5114155251,1480.648922764489,84717.48767123287,377.81478310502285,104.58333061261638,847.4082191780823,154.63835616438354,314.99999999999994,358.55234703196345,426.37066666666664
coyoacan,2013Q1,183799.45003058214,224.0,5963710.778082192,81694.66819290674,634.8277327902042,81779.31780821917,364.7083401469051,98.22493396705889,772.6465753424657,153.6849315068493,304.7786639144305,346.22807280915754,411.1380653030588
coyoacan,2013Q2,184719.2599102001,224.0,6680063.093150685,85641.83452757288,1512.5538091295496,86221.09726027396,382.32961842666464,103.5978077124773,806.3150684931506,158.45753424657534,318.52304179838427,363.02781875658593,431.50057077625576
coyoacan,2013Q3,185638.01910557627,224.0,6266081.602739726,87028.91114916286,558.5585720678037,86915.601369863,388.52192477304857,107.18999764026988,817.1123287671236,162.70684931506852,321.41222412480977,369.6396308980213,439.48912671232875
coyoacan,2013Q4,186509.96487425079,224.0,5993326.989041096,82100.36971289173,1858.7036246665068,81251.27671232875,366.51950764683806,98.41081360450178,789.6904109589038,157.5123287671233,304.3585006567836,350.82553950084446,413.58576656033034
coyoacan,2014Q2,187380.48465108575,224.0,5142135.717808219,84297.30684931506,2148.7810950742155,84518.49589041097,376.3272627201565,98.36191422732233,763.8109589041095,155.88219178082193,314.08006961598926,363.5156523691893,425.5880193128228
coyoacan,2014Q3,188802.40033143177,224.0,7029755.972602739,90125.07657182998,1196.4699123633966,89884.75342465751,402.34409183852677,104.31804960483115,793.4136986301368,162.09863013698634,336.4071390937829,391.27925886898487,455.89577625570786
coyoacan,2014Q4,190621.14272038414,224.0,6309706.304109589,90138.66148727985,500.7434703757344,90068.91506849315,402.4047387824993,101.5120182459741,782.9589041095891,163.24931506849313,338.34270058708415,394.17735812133077,455.75614481408996
coyoacan,2015Q1,191944.02322321793,224.0,6549361.657534246,93562.30939334638,2380.290839914987,93862.27671232876,417.6888812202963,104.66344676299066,800.0493150684929,168.8356164383561,351.3913600782779,410.7368884540117,474.3130332681018
coyoacan,2015Q3,193992.6034539288,224.0,7599642.405479453,113427.49858924556,1316.8974377520265,113605.56164383561,506.37276155913196,134.28884923639302,962.1561643835618,187.21643835616436,424.98680228992026,500.18540175833164,576.6037517890002
coyoacan,2015Q4,195168.24830772396,224.0,8545155.076712329,112436.25100937275,2041.5727718290038,113597.7493150685,501.9475491489855,134.29951870957137,958.7178082191781,188.227397260274,422.1206921413122,494.8752883922134,569.6486211247296
coyoacan,2016Q1,195798.0719920895,224.0,7812292.91780822,107017.71120285233,794.5997989197095,107127.26849315071,477.7576392984478,125.10024569625112,898.4602739726026,184.28493150684932,403.9701257271533,470.1722649652844,540.8783636704823
coyoacan,2016Q2,197104.81603853946,224.0,7918634.112328768,109981.02933789956,2634.250439843566,110506.48493150686,490.986738115623,127.43577094372209,932.1013698630138,184.73698630136988,416.5449296042618,485.04845890410957,556.1896308980213
coyoacan,2016Q3,198965.04319443318,224.0,8311432.61369863,113855.24128354287,379.8609880165435,113832.13424657533,508.28232715867347,130.11196895148703,944.5068493150687,183.5972602739726,433.52157065115404,503.2596359542128,574.8884687558641
coyoacan,2016Q4,200209.65701542847,224.0,7518457.602739725,108963.15366289458,2124.4995439459194,108832.03835616438,486.4426502807794,119.38433302335481,924.3726027397261,184.06575342465754,417.8123386936669,483.0270200516181,549.0148104030177
coyoacan,2017Q1,200781.57711061108,224.0,7424936.58630137,103124.11925418569,1172.6195538695758,102796.01095890411,460.3755323847575,109.34844308734392,830.2794520547945,178.89863013698638,396.7237918569254,458.67349695585995,520.5452340182649
coyoacan,2017Q2,200865.53890821335,224.0,7428487.84109589,110872.95285217746,2914.645776697083,111367.24109589041,494.9685395186494,120.6598720441936,897.7342465753424,179.6520547945205,425.92813330607237,493.86186873849925,560.3556941320794
coyoacan,2017Q3,201556.81124527345,224.0,9045303.293150684,115965.42683526517,1459.814099746316,116308.46164383562,517.7027983717196,126.75362196740672,922.9315068493149,185.33698630136988,446.284167544784,515.6797330523358,584.0377063575694
coyoacan,2017Q4,202465.0591724347,224.0,6760066.852054794,109033.33632346442,1849.202772510658,109049.86301369863,486.75596572975195,118.6226551995882,898.9972602739728,184.47671232876712,418.75479452054793,483.33155103844445,548.1431175430843
coyoacan,2018Q2,205175.93339083134,224.0,7252672.104109589,109888.97127438772,3983.1237942135504,109737.67260273971,490.5757646178023,121.62545568413483,943.8109589041097,183.94520547945203,419.2382627646326,486.32291407222914,553.4644146948941
coyoacan,2018Q3,205885.41080185998,224.0,8704088.42191781,116054.51229223746,659.7399238181544,116221.56164383561,518.1005013046314,129.82169576017426,954.4356164383562,191.08493150684933,441.5254794520548,514.6257351598174,585.5526666666666
