fecha,municipio,entidad_federativa,porc_pob,pibe,pib_mun,year_pib,total_pixeles,suma_rad_trend,media_rad_trend,std_rad_trend,max_rad_trend,min_rad_trend,p25_rad_trend,mediana_rad_trend,p75_rad_trend,year_radianza
2018-12-31,benito juarez,CDMX,0.04332147918,2898492.7,125843.37136323057,2018,106,53903.142465753415,508.52021194106993,83.25829518933206,817.8849315068493,378.02191780821926,452.6712328767124,495.50547945205494,550.1904109589043,2018
2019-03-31,benito juarez,CDMX,0.04332147918,3132839.1,125699.19152381616,2019,106,53514.19726027398,504.8509175497544,81.4978001284146,801.6986301369863,377.33150684931513,449.490410958904,492.3082191780822,545.8952054794519,2019
2019-06-30,benito juarez,CDMX,0.04332147918,2679500.0,125190.74519279067,2019,106,57939.12602739726,546.5955285603516,88.3878720817932,871.4164383561642,408.0410958904109,486.1931506849315,533.5821917808219,591.0952054794523,2019
2019-09-30,benito juarez,CDMX,0.04332147918,2895581.9,123185.86558415303,2019,106,57338.68493150686,540.930989919876,85.27408777087655,840.704109589041,404.1041095890412,481.7883561643835,528.8671232876711,586.0075342465755,2019
2020-06-30,benito juarez,CDMX,0.04332147918,2151114.3,111695.25099508083,2020,106,57905.405479452056,546.2774101835101,87.2197282533701,826.3753424657534,398.6383561643836,484.01027397260276,535.3506849315067,597.1842465753423,2020
2020-09-30,benito juarez,CDMX,0.04332147918,2577710.4,111338.34915493034,2020,106,60619.087671232875,571.8781855776689,89.49745316110427,856.46301369863,417.82465753424657,507.4301369863015,561.0123287671233,625.5061643835614,2020
2020-12-31,benito juarez,CDMX,0.04332147918,2650584.1,114566.95766188992,2020,106,57228.917808219194,539.8954510209356,85.8217977256059,805.4493150684932,391.9561643835617,478.33082191780824,529.0986301369863,590.941095890411,2020
2021-03-31,benito juarez,CDMX,0.04332147918,2944607.2,117820.12890602606,2021,106,58316.60821917807,550.156681313001,92.2955286063847,847.0575342465754,395.35342465753433,484.93630136986303,538.3109589041095,603.1589041095891,2021
2021-06-30,benito juarez,CDMX,0.04332147918,2659692.8,118013.54198197309,2021,106,62466.024657534224,589.3021194107006,97.25129373230779,900.6493150684934,426.3643835616438,520.3075342465754,576.5931506849314,646.3842465753428,2021
2021-09-30,benito juarez,CDMX,0.04332147918,2669881.7,117827.84283691255,2021,106,64585.49589041095,609.2971310416129,98.20143712537323,916.8739726027399,446.2109589041095,539.0363013698628,595.623287671233,668.559589041096,2021
2021-12-31,benito juarez,CDMX,0.04332147918,2594129.6,118198.7082728397,2021,106,60809.80821917808,573.6774360299818,93.0990332250406,861.2767123287671,421.2547945205478,507.1760273972601,559.8328767123287,629.5178082191782,2021
2022-03-31,benito juarez,CDMX,0.04332147918,2966769.4,119375.60448609412,2022,106,62749.934246575336,591.9805117601449,94.93136858398655,884.2027397260274,437.38904109589055,523.5910958904109,577.6643835616441,650.2157534246576,2022
2022-06-30,benito juarez,CDMX,0.04332147918,2706016.8,121393.11230591273,2022,106,68486.61369863014,646.1001292323599,101.48174107519986,950.572602739726,481.8684931506849,570.8753424657534,629.9931506849318,711.1150684931508,2022
2022-09-30,benito juarez,CDMX,0.04332147918,2840890.3,123251.03029465408,2022,106,68872.05753424657,649.7363918325148,100.30134554264437,943.460273972603,488.81917808219174,573.7746575342466,633.6465753424658,714.9821917808218,2022
2023-03-31,benito juarez,CDMX,0.04332147918,3108307.2,126545.5275223355,2023,106,67471.53972602739,636.5239596795038,101.79404008649375,938.3041095890413,472.2602739726028,560.5465753424656,621.8260273972602,700.6623287671233,2023
2023-06-30,benito juarez,CDMX,0.04332147918,2859903.6,127589.77499089621,2023,106,70744.94794520548,667.4051692943915,107.08811142941501,987.3260273972602,495.94520547945217,587.6061643835613,651.412328767123,734.9883561643836,2023
2023-12-31,benito juarez,CDMX,0.04332147918,2829452.9,127589.77499089621,2023,106,84854.0575342466,800.5099767381754,101.02113620844942,1090.7479452054795,633.0191780821918,726.7150684931506,787.6315068493149,864.2335616438354,2023
2012-03-31,cuauhtemoc,CDMX,0.05978303945,2633934.6,151987.60340334012,2012,137,78632.0876712329,573.9568443155684,165.79503982794907,1213.501369863014,331.21095890410965,470.3753424657534,545.5917808219177,631.9561643835616,2012
2012-06-30,cuauhtemoc,CDMX,0.05978303945,2438708.1,152782.21490320575,2012,137,78632.0876712329,573.9568443155684,165.79503982794907,1213.501369863014,331.21095890410965,470.3753424657534,545.5917808219177,631.9561643835616,2012
2012-09-30,cuauhtemoc,CDMX,0.05978303945,2592835.4,153696.8236671434,2012,137,79088.37808219178,577.2874312568742,171.5600545692665,1239.1561643835614,331.52602739726024,470.5232876712328,546.0301369863015,635.117808219178,2012
2012-12-31,cuauhtemoc,CDMX,0.05978303945,2598596.7,154297.66114852775,2012,137,75412.00547945205,550.4525947405259,164.89754563963461,1171.397260273973,318.96712328767126,446.79999999999995,518.6657534246575,604.4794520547947,2012
